Product ID,Product Rating,Review Comments,Purchase Date,Return Date,Review Date,Category,
PROD-TaG-5304,5,This is a great family game or a fun party game. We received it as a Christmas gift from my in laws and it was quickly a family favorite. It's fun just for me and my husband to play or for the whole family to join in.,2024-07-20,2024-08-02,2024-07-29,Toys_and_Games,
PROD-KS-1520,3,"**Spoiler alert** A steamy romance, this book kept me engaged. I loved the characters, the way the story flowed and the way the story ended. The author did a wonderful job with the characters. The author created a world that I can't wait for the next book to come out. I love a book that's quick to r",2022-02-13,2022-02-19,2022-02-15,Kindle_Store,
PROD-E-9005,5,I am impressed with how clear it is.  The two buttons are also very intuitive and the speaker is so small that it's not easy to get the,2023-02-25,2023-03-03,2023-02-28,Electronics,
PROD-TaG-2489,5,My husband and I love this set and the materials are good. My son loves this one. I bought this for my son for Christmas and he absolutely loves it.,2023-03-19,,2023-03-20,Toys_and_Games,
PROD-E-6947,1,"I bought this so I could transfer photos from my SD card to a USB stick for on-the-road photo backup.

This product is designed to complete the task, however it is unable to fulfill its purpose.

The App will been to transfer photos, but then stops and quits about 30 seconds in.

So you can transfer",2022-10-30,,2022-11-21,Electronics,
PROD-MaT-6514,4,"Until fairly recently it was only available from the Australian region and I did not, then have a region free player. I have previously seen it three times on the big screen, but always wanted a copy, worth the wait. Colourful, musically splended,  My only disappointment is that it seems I am only a",2023-07-22,,2023-07-29,Movies_and_TV,
PROD-MaT-2519,5,"If anyone ever asks me, ""Where did the movie begin?"" I will tell you the answer: ""It started off very well. The script and the acting were superb. The chemistry between the characters was tremendous. It was a very exciting movie. I would recommend this movie to anyone who wants to get into the world",2023-05-29,,2023-05-30,Movies_and_TV,
PROD-KS-1520,5,"Chelsea and Ben make a deal to make the best of their situation.

The story has a lot of heart and it's a must read. The characters are so well written and the story keeps you turning the pages. I can't wait for the next book to come out. I love all the characters in this book and I can't wait to se",2022-02-22,2022-02-28,2022-02-24,Kindle_Store,
PROD-TaHI-7216,3,"I hadn't used a strop before and decided to see what this could do on my fixed blade knives.  I was really surprised.  You can take a knife that's sort of sharp and get it to the next level with this strop.  I just wouldn't have predicted it.  So in terms of performance, I'd rate this at least a 4 s",2023-10-26,2023-10-29,2023-11-06,Tools_and_Home_Improvement,
PROD-PS-7252,1,Did not work with either of my dogs. They wiggled right out every time.,2024-05-12,,2024-06-07,Pet_Supplies,
PROD-TaHI-4432,4,"haven't used it yet other than to make sure everything functions; everything looks in order, should be nice for the price",2024-09-02,,2024-09-16,Tools_and_Home_Improvement,
PROD-SaO-2654,5,Love this bracelet.  Very thin and pliable.  It is not stiff at all.  Easy to put on.  Great for that BROWNS fan!,2022-08-12,,2022-08-22,Sports_and_Outdoors,
PROD-KS-7912,5,"The way the author write is like you are waching a movie, and how a world in which I am not an expert you can understand it truly. I love Mark more than Nick.",2022-03-30,,2022-04-29,Kindle_Store,
PROD-MaT-9785,5,"Even though this one didn't go down well with me, I still liked it. I was just blown away by the way the movie was shot and the way the actors played their parts. The story was well told and the acting",2024-12-03,2024-12-06,2024-12-06,Movies_and_TV,
PROD-KS-2824,5,"*Arc provided by Publisher *

First Impression: Well-written, engaging, expertly executed, and FUN, a book after my heart. Chloe is a software analyst who works from home and only allows herself to truly experience lifeand sexwhen she goes to comic conventions, dressed in sexy cosplay costumes that ",2024-09-07,,2024-09-23,Kindle_Store,
PROD-KS-1520,5,An extraordinary collection of love stories. The characters are well developed and the story is well told. The story is well-written and the characters are well-developed. I was very impressed by the writing style and the characters. I would recommend it.This was an excellent read. The characters we,2022-08-10,2022-08-14,2022-08-12,Kindle_Store,
PROD-MaT-5803,5,"Great movie.  In fact, I order the newest one, resurgence.",2022-06-15,,2022-06-22,Movies_and_TV,
PROD-MaT-2674,5,"Fascinating story of one of England's most disruptive social policies. Well acted and the story is almost unbelievable, but it is true!  Finally, after 50 years, the government issued an apology.  If history is of interest to you, this movie is a must!",2022-09-16,,2022-10-09,Movies_and_TV,
PROD-KS-7912,5,Sarah and Jane Fuller are both an amazing storyteller. The story starts out with a self-help book about the power of self-esteem and self-help. This book takes a look at the importance of self-esteem and self-help to help you become more self-confident and more successful. The story is told from Jan,2023-10-28,2023-11-08,2023-10-31,Kindle_Store,
PROD-SaO-4733,5,"These seem like really nice little things, and the instructions are pretty easy to follow. I'm very pleased with the quality of the product.  The ring itself is pretty",2024-07-18,2024-07-22,2024-07-20,Sports_and_Outdoors,
PROD-TaG-3504,5,"According to our preschool Director, this LeapFrog Learn to Write Numbers is correct in its method of teaching HOW to write numbers. I was concerned because I taught our oldest child my way, then when he started learning in school how to correctly write numbers it was a mess.  He had a hard time rel",2022-08-23,,2022-09-15,Toys_and_Games,
PROD-HaK-9689,5,I lost this product but I loved this cup so much that I plan on getting another one when I get the money. Thanks for reminding me.,2023-03-17,,2023-03-27,Home_and_Kitchen,
PROD-B-6155,5,"I didn't know what to expect. The story was a bit slow at first, but as the story progressed, I got",2023-11-26,,2023-11-28,Books,
PROD-TaHI-5010,3,Awkward in tight locations. Poor grip on larger size lock nuts. Good quality made in USA. I have yet to find a great lock nut wrench. My GB lock nut spanner gets more use.,2022-07-14,,2022-07-27,Tools_and_Home_Improvement,
PROD-MaT-9785,5,A fascinating glimpse into what life is like for the families of the people who live in this country.I read the original screenplay for this movie and thought the film,2023-06-07,2023-06-20,2023-06-08,Movies_and_TV,
PROD-MaT-5803,5,A very good moive on the live of African cats. The blu-ray one is the best well worth the price.,2024-08-29,2024-09-02,2024-09-27,Movies_and_TV,
PROD-TaHI-4432,5,I perfect replacement part for a standard part. Not too big or too small.,2024-06-03,2024-06-11,2024-06-06,Tools_and_Home_Improvement,
PROD-TaHI-6313,3,"The product looked great, however I ordered a 1 inch pressure vacuum breaker and I got a 3/4 instead.  I had to get my sprinkler fixed so I ended up having to buy one locally for $111.00 and then I also had to take and drop the incorrect one off at the UPS store.  Aside from the item being wrong, it",2022-09-24,,2022-10-15,Tools_and_Home_Improvement,
PROD-TaG-9085,3,"I thought my 2 year old would love this, but I didn't realize how small it is. It's too small for my little girl to get around. It's great for teaching her to fly.",2023-11-07,2023-11-15,2023-11-09,Toys_and_Games,
PROD-TaHI-1916,5,"I use this thing everyday.  I have an old house that is still standing, and this one is a two-story house.  I have used the TRS-10 and it's still working well.  I have a couple of other tools that I use to keep in my tool bag.  I have a portable ladder, which can be attached to the ladder, and the l",2024-05-16,,2024-05-19,Tools_and_Home_Improvement,
PROD-KS-2824,5,"Just finished rereading it for the third time, since the new one's come out. Thought I'd update my original review. Any book worth multiple rereads is worth a five star review.",2023-08-13,,2023-08-27,Kindle_Store,
PROD-PS-7304,3,"This is an interesting product, and it's an interesting product for a lot of reasons. First, it's very easy to put together and is easy to clean. The material is thick, and it's easy to cut out. The size is adjustable, and it's very easy to adjust. The bottom is removable, and it's very easy to put ",2024-11-05,2024-11-15,2024-11-08,Pet_Supplies,
PROD-MaT-7224,5,Have not seen all the movies yet I bought it for heart and soul which is a really good movie,2022-08-10,,2022-08-30,Movies_and_TV,
PROD-PS-5119,5,I ordered an XS for my 15  pound Maltipoo with a 20 inch girth.  Fit perfectly and is lightweight for the Florida heat.  No questions are ever asked by vendors about the authenticity of  my service dog.,2022-08-24,,2022-09-14,Pet_Supplies,
PROD-B-5386,4,"This review is specifically about the leather-bound Easton Press edition, for those who are contemplating buying this version.  It really is a beautiful looking book.  It is bound in rust-brown full leather, with orange and metallic gold ornamentation on the front cover and spine, with all page edge",2024-05-28,,2024-06-24,Books,
PROD-B-3287,4,A good story and enjoyable reading. The characters are well developed and believable. The writing is solid.I read this book in the middle of,2022-02-23,2022-03-09,2022-02-26,Books,
PROD-KS-4657,3,For me book 3 was more of a cliffhanger. The story was a bit different. There was a lot of angst. There was a lot of sex. There was a lot of hurt and pain. I liked it. I liked how it was written. I liked how it was a quick read. I liked the fact that it was a short story. I liked how it had a lot of,2022-03-01,2022-03-08,2022-03-04,Kindle_Store,
PROD-SaO-7065,4,"its a good mask don't go over the top and you're not going to have a strong one.

I had to replace the mask with the H-POWER version, and now it's a little smaller.

I think it's going to be",2023-11-27,2023-12-02,2023-11-28,Sports_and_Outdoors,
PROD-TaG-2489,5,This camper has so much more fun than the regular camper.  There is a lot of different ways to use the,2024-03-31,2024-04-13,2024-04-03,Toys_and_Games,
PROD-MaT-6514,5,"Welcome to the world of Johnny Quid: London in flux between the old school fixers, new school Russian money, and petty thieves in between. Guy Ritchie takes you on a wild ride through the madness and mayhem that begins with the a shady real estate deal and never lets up. This perfectly paced piece o",2022-07-07,,2022-07-16,Movies_and_TV,
PROD-B-6155,5,"A real eye opener for this book, as the author explains how her characters were developed and how they came to be.",2024-05-09,2024-05-17,2024-05-10,Books,
PROD-PS-9669,5,"I have 3 dogs, one of which has a big problem with tartar.  I've been using Denta Treat for a few years now and am amazed at how quickly it starts to clean the tartar off his teeth.  I give it to my other 2 dogs as maintenance for a couple of weeks every few months.  Great product, and it saves the ",2023-10-27,,2023-11-17,Pet_Supplies,
PROD-MaT-8527,5,"Who is John Galt?  Is he the only one?  Is he the only one?  Can anyone really tell the answer to that question?  The answer to this question is ""Yes. ""

The movie takes place in a fictionalized version of New York City. The residents of New York City have a similar history, but the characters and t",2022-06-23,,2022-06-24,Movies_and_TV,
PROD-B-7572,4,I enjoyed reading this book. The very original plot unfolds on the background of a fascinating hypothesis: the conscience as result of quantum processes in the brain cells. At the end of the book you can find a very complete and well-organized list of readings to further investigate the theory of qu,2022-04-12,,2022-04-23,Books,
PROD-MaT-5333,4,"I liked this.  It seemed like a down to earth sci-fi.  Not over the top effects, but a good story that paid off.",2024-05-18,,2024-06-04,Movies_and_TV,
PROD-KS-2679,3,"Not a bad storhy, but it has the potential to be a full book, and I would recommend it.  Great job!I liked this book but the writing was a bit slow",2023-07-14,2023-07-18,2023-07-17,Kindle_Store,
PROD-E-6947,5,I'm thinking C.DelSol just didn't switch displays on his laptop. By default laptops only have a video signal to the built-in screen.  There usually is a FN key combination to turn on the external video port.,2024-05-30,2024-06-12,2024-06-23,Electronics,
PROD-B-7482,4,"I loved Choose Your Own Adventure. The characters were well developed and the story moved along well. The story was told in a calm, solid voice and the writing was solid. I enjoyed the story and had no issues reading it.I was excited to see what happened to the series. I love a good mystery with a g",2024-09-23,2024-09-26,2024-09-25,Books,
PROD-SaO-1750,5,"I love this product, I use it for work and for running, that's why I bought another one...I really like this product thinking of ordering some more.",2024-03-20,,2024-03-24,Sports_and_Outdoors,
PROD-CSaJ-9279,5,"The shirt definitely is in American sizes. Go by what you normally wear as a woman. I ordered a size up because I am used to Asian sizes, and it was too big. I am still going to wear it, it is just a little big! Other than that, it is a cute shirt and I cannot wait to wear it places this summer!

I ",2023-02-23,,2023-03-04,Clothing_Shoes_and_Jewelry,
PROD-B-5339,5,"I had already been a fan of Lynn Flewelling's _Nightrunner_ series, which was the main reason I picked up this book --the British version, it was out earlier and I couldn't wait.
Now, I can see how much the author has grown since her previous series came out.  This novel is full of fascinating chara",2022-10-09,,2022-10-21,Books,
PROD-B-4456,2,"First of all, I have a hard time understanding the purpose of this book, and I don't understand why so many people are making such a negative impression on it.  The author does a good job of describing the history of the Civil War, but it's not as well written as the other books in the series.  I al",2022-09-03,2022-09-12,2022-09-06,Books,
PROD-E-9005,4,"I use this as a stylus and as a pen for my work, and I like the extra size. I had to replace a couple of the plastic ones, so it is pretty nice.I had this for a few months, and it worked great.  I used it for a",2022-09-22,2022-09-28,2022-09-25,Electronics,
PROD-SaO-2654,5,This sling is the perfect size for the wide-open class.  The bag is large enough to hold two small bags,2023-12-27,2023-12-30,2023-12-30,Sports_and_Outdoors,
PROD-PS-1188,5,My dog loves these. They're soft and easy to put on and off. My dog loves this treat.,2022-02-08,2022-02-16,2022-02-09,Pet_Supplies,
PROD-MaT-8527,3,"Okay, seriously now...how many of you watched this and all the while kept hearing (or making) Joel, Mike and 'Bot riffs? This would have been prime fodder for the Misties, make no mistke. By itself, though, it admittedly doesn't stand out much, other than being one of the few terrible sci-fi movies ",2024-05-29,,2024-06-23,Movies_and_TV,
PROD-E-2290,5,It really helps having lighted up the whole room.  I also love that it's been powered,2024-05-05,2024-05-08,2024-05-07,Electronics,
PROD-SaO-5741,5,"This collapsible sink folds down very compact, the handles feel sturdy, I have washed it by hand and it's easy to clean with soap and water. it's a very good size to hold a lot of dishes.",2022-12-18,,2023-01-09,Sports_and_Outdoors,
PROD-SaO-4814,5,Very easy to pack and held everything I needed for concealed carry.,2024-01-12,2024-01-16,2024-02-11,Sports_and_Outdoors,
PROD-PS-8668,5,My lab is always hot. We have had this on him for about a year now and he has never had an issue. The only thing I can say is he loves this toy and it's worth the price. It's a little pricey for a toy he really likes,2024-06-11,2024-06-15,2024-06-14,Pet_Supplies,
PROD-MaT-6635,4,I watched this at the weekend and I thought it was pretty good. The acting was pretty good. The story was pretty good. The acting was okay. The acting was okay. The story was good. The movie was ok. The movie was ok. The story was okay. The movie was ok. The movie was ok. The movie was ok. The movie,2023-09-28,,2023-09-29,Movies_and_TV,
PROD-SaO-5741,5,It was a fun workout. If you love dancing get it. I just idk get lazy. But go for it. I have other stuff by Shaun T. No complaints.,2022-12-11,2022-12-15,2023-01-03,Sports_and_Outdoors,
PROD-SaO-2654,2,"This is good for keeping a gun safe.  Not too big or too small.  If you have a small gun, you will want to get the large one.Great case! The quality is great and the material is very thin. I wish it was thicker.The pump does not work as well as I expected.  I have had to replace it with a new one.  ",2024-11-10,2024-11-18,2024-11-12,Sports_and_Outdoors,
PROD-TaHI-4598,5,Very nice product.  Was very easy to add strip LED lighting and create professional looking enclosed LED shelf lighting.  The angle helps direct the light in and it looks great.,2022-10-30,,2022-11-06,Tools_and_Home_Improvement,
PROD-MaT-2584,4,I like the special effects.  I love the movie.  The plot is just a little too,2023-02-09,2023-02-22,2023-02-10,Movies_and_TV,
PROD-E-6310,1,"Low-cost production, without any of printed instructions.
Is not worth that money.
Such a large mouse does not have a place where you can put the USB receiver",2022-12-29,,2023-01-21,Electronics,
PROD-CSaJ-5557,3,"It is somewhat cute, but very cheaply made. It reminds me of the stuff you get from China for next to nothing. It isn't awful, but nothing spectacular.
I received this product at a discount in exchange for my honest review.",2024-08-08,,2024-09-04,Clothing_Shoes_and_Jewelry,
PROD-PS-5371,5,My dog had a reaction to this and started to bleed.  She also had a reaction to the other two.  The vet said it was probably the first time she'd been used to it.  It's not clear how it came about.  I don't know how long it took for,2024-07-08,2024-07-21,2024-07-11,Pet_Supplies,
PROD-SaO-5554,5,"These Plano waterproof boxes are perfect for the wide variety of water bottles. These have a strong,",2023-10-24,,2023-10-27,Sports_and_Outdoors,
PROD-SaO-5741,5,"I ordered it for my son.  He loves it.  He also loves the way he can get a grip on the gun, which",2022-11-06,2022-11-16,2022-11-08,Sports_and_Outdoors,
PROD-SaO-5554,1,"The plastic is of very low quality. I mounted the mirror, and rode my bike to the store. When I got there, I noticed the mirror had moved out of position. I thought maybe I hadn't tightened it enough, but when I took a closer look, I could see the plastic had cracked all the way through the support ",2023-09-13,,2023-10-04,Sports_and_Outdoors,
PROD-TaHI-6820,5,"It holds a caliper solidly, and squarely perpendicular to the miter slot.  It doesn't lock down in the miter slot, but there is plenty of friction to keep it in place.  Combined with my digital caliper, this is a great solution for squaring table saw blades and fences, and aligning riving knives.  I",2023-12-22,,2024-01-03,Tools_and_Home_Improvement,
PROD-CSaJ-5557,4,Love owls and I love this scarf. Its adorable and is a good price.,2024-07-14,2024-07-21,2024-07-28,Clothing_Shoes_and_Jewelry,
PROD-TaHI-4432,1,"Absolutely horrible. I honestly don't think the other reviews are real. The connectors don't work. At all. I just opened the box, tried to install, and every strip has an issue.  Don't waste your money.",2022-07-04,,2022-07-23,Tools_and_Home_Improvement,
PROD-B-6155,1,hell was that. I wish I could give it ZERO STARS. I wish I had back the hours and brain cells I lost reading this book. This is - without a doubt - the WORST book I have read in years. Maybe the worst book I have ever read. I can't put this into words. The plot is unbelievably bad. The character dev,2024-08-05,,2024-09-02,Books,
PROD-CSaJ-6574,1,This product is pictured tied in an elegant design.  I will be purchasing a second pair of this style.I had to return this product. The ring was not the same as it was,2022-03-26,2022-04-08,2022-03-29,Clothing_Shoes_and_Jewelry,
PROD-SaO-1750,4,"I bought these for running, hiking, and hiking. I also love that they are easier to use. I had to replace a couple of the plastic ones, so it should be easy to adjust. It will be a pain to use them again. I would definitely recommend them to a friend.",2023-10-21,2023-10-26,2023-10-24,Sports_and_Outdoors,
PROD-CSaJ-9279,5,"You get what you pay for. The quality is good but it's also a little large.Great quality and fit. The front part is very small, but the back is very large.The shoes are great.  I'm a size 10.5 and these fit great.  I love the straps and they look great.  I can wear them on my feet all day long.  I w",2024-07-11,2024-07-25,2024-07-13,Clothing_Shoes_and_Jewelry,
PROD-E-6310,5,"This keyboard fits the bill, it's sleek and comfortable, it's light weight, and it's a great value. The only thing I wish is that you could use it as a keyboard with a trackball. It would be nice if it could hold a trackball.

I love it. I have a portable keyboard, a tablet,",2024-10-30,2024-11-05,2024-10-31,Electronics,
PROD-B-3340,4,"This is an interesting take on a family with a history of its own that is well worth the time.  The story is told from a family member's point of view, and it is written in a way that leaves the reader feeling as though the reader is reading a novel. ",2024-06-15,,2024-06-18,Books,
PROD-CSaJ-1106,5,"It reads my 10 year old  128MB CF cards (Kodak&12x usb enabled Lexar)  I went thru several other readers and all the pins  bent or got broken off, this one looks like a winner, the card goes in about halfway before engaging the pins,  it downloads in the blink of an eye in the windows photo program,",2022-11-22,,2022-12-04,Clothing_Shoes_and_Jewelry,
PROD-SaO-2307,5,I purchased these for an old set of the Kinetic Tubes.  They are a bit bulky and bulky. ,2024-04-17,,2024-04-20,Sports_and_Outdoors,
PROD-TaHI-7216,1,Ok thid is garbage plain and simple.  My brother brought one of these sinks and it does have a hairline crack at the base.  However what struck me as horrid is the thin walls of this sink make it as fragile as a china tea cup. It's pretty enough but its walls are so thin the sink is lucky to last a ,2022-04-18,,2022-05-11,Tools_and_Home_Improvement,
PROD-HaK-9317,4,"Nothing spectacular about these molds.  They are lightweight and comfortable.  I also like the fact that they do not have the dishwasher, which is nice, but not a big deal",2022-05-15,2022-05-28,2022-05-18,Home_and_Kitchen,
PROD-MaT-6635,4,very cool new twist on horror. i enjoyed this film,2023-08-05,,2023-09-04,Movies_and_TV,
PROD-E-2290,5,"The FujiFilm Vertical Battery Grip (Cable) is a good option.

The FujiFilm Vertical Battery Grip (Cable) is a good option.

The FujiFilm Vertical Battery Grip (Cable) is a good option.",2022-11-04,2022-11-17,2022-11-07,Electronics,
PROD-KS-5506,3,"This short felt rushed in some places, but it was good enough to make me read it.

I am very happy with the ending and hope the next one will be as good as this one.

~MelanieI received a copy of this book for an honest review.I was looking forward to reading the book, but the last part was so repet",2023-12-18,2024-01-01,2023-12-21,Kindle_Store,
PROD-B-8517,5,"Great story, well written and easy to pick up and start again which is great for traveling.  I loved reading about their travels and think this is worth reading.",2024-03-13,2024-03-17,2024-04-07,Books,
PROD-PS-9669,3,Not as loud as I expected. The only problem is that it's kind of hard to put the collar on. The front part is also hard to put on.,2024-02-11,2024-02-16,2024-02-13,Pet_Supplies,
PROD-TaG-1771,5,My niece and nephews love this set and the materials are good.  My 2 year old has a,2024-12-14,2024-12-23,2024-12-17,Toys_and_Games,
PROD-KS-2424,4,"This book is a great introduction to the world of dinosaurs. It defines dinosaurs and is filled with facts, such as what the earth was like with dinosaurs on it and how they became extinct. I was unaware of the number of different eggs they had! In reading this, my grandson and I explored the places",2024-01-12,2024-01-17,2024-01-24,Kindle_Store,
PROD-TaG-7543,5,For this price this is a great addition to my collection of all things batgirl!Very nice.,2023-12-01,,2023-12-03,Toys_and_Games,
PROD-TaHI-2169,5,Thank you for selling Great Price.Great Product!Very good quality.Nice little light!  Works,2023-04-09,,2023-04-10,Tools_and_Home_Improvement,
PROD-E-6310,4,"good quality, sturdy. I am using it as an external HDD for a Dell Inspiron 15.3.I bought this for a friend,",2023-08-29,,2023-08-30,Electronics,
PROD-KS-2424,3,"These stories are short, but they could do more even with their limited pages. One sex scene? A rushed climax of confrontation? We can do better.",2024-12-14,2024-12-26,2024-12-27,Kindle_Store,
PROD-KS-5506,4,"When I read third and final book in this series, I almost cried!
Then I read the book. I'm still disappointed it's over.  But I love this series!!

Blake made it home to S-Island in book 2 #Fight. Alexis and Zach were together and things
were odd.
But Alexis proposed a solution; they just be togethe",2024-02-11,,2024-02-19,Kindle_Store,
PROD-SaO-3664,5,Purchased this as Christmas present and it was an awesome gift for my husband! He loves it,2022-12-06,,2022-12-07,Sports_and_Outdoors,
PROD-B-6155,4,"I found it to be interesting and informative.  It was an excellent first hand account of suffering on several levels. I would recommend this book to anyone. who has been through a similar trauma, as they would no doubt find it encouraging.",2024-01-17,,2024-01-27,Books,
PROD-SaO-4814,5,This is a really superb tool. The only problem is that it comes with a small screwdriver.,2023-08-07,,2023-08-09,Sports_and_Outdoors,
PROD-KS-5012,3,"I liked this story, not exactly sure why this one took me so much longer to read than the other Sapphire Falls books. It took me almost a month to read. Maybe it's because Lauren was trying so hard not to like a town I loved? All in all the book was good, I still can't get over how long it took me t",2024-12-29,,2025-01-26,Kindle_Store,
PROD-HaK-3646,1,I received my  Black & Decker Allure Iron  and quickly discovered signs that it had been returned.  The cord was not neatly wrapped. The tab on the box was open. There were fingerprints on it. I plugged it in  and found that it would only heat to about 130. Then a thin line of smoke came up from the,2024-08-18,,2024-08-27,Home_and_Kitchen,
PROD-SaO-5741,4,"So far, so good.  We have had the knee pads for a couple months now and are",2024-06-21,2024-06-30,2024-06-23,Sports_and_Outdoors,
PROD-E-1949,5,This is a great unit it was in several power outages and one brown out were the rely in the unit pulled in and out over 156 time in just 26 minutes,2024-12-16,,2024-12-24,Electronics,
PROD-KS-4582,5,This is one of those books that you just cant put down.  This is the first one I have read by this author.  I can't wait to read more of,2023-02-13,,2023-02-14,Kindle_Store,
PROD-KS-4582,4,Planning on reading the next one because I'm still trying to find out what's going to happen with her and the Mountie and if she ends up staying in the tundra,2023-05-28,2023-06-05,2023-06-15,Kindle_Store,
PROD-SaO-2654,5,"Purchased it to replace plain white dot factory front sight (eyes not as good at 60). Good price, fast shipping, super product. I did have to trim it down to  fit into dove-tail using a file and 400 grit sandpaper, just take a little off at a time, test fit as you go. Tapped in tight since the 45 is",2022-07-30,,2022-08-18,Sports_and_Outdoors,
PROD-CSaJ-3547,5,"THIS DRESS IS PERFECT. NO NEED TO ORDER A SIZE UP, ITS STRETCHY. I HAD IT SHORTENED JUST A LITTLE.",2022-09-13,,2022-10-10,Clothing_Shoes_and_Jewelry,
PROD-MaT-2519,4,"I am a huge Warren Buffett fan and this movie is a must have for him. If you like Buffett and want to watch a movie with him, you'll love this movie. If you like his movies, you'll want this movie.",2023-07-13,2023-07-18,2023-07-16,Movies_and_TV,
PROD-KS-4582,1,I am a big T. A. fan of the author and her books.,2024-06-14,2024-06-24,2024-06-15,Kindle_Store,
PROD-CSaJ-4527,2,"I returned because this shoe fit like a mans.  Way to big to be a women's 81/2,",2023-12-17,,2024-01-02,Clothing_Shoes_and_Jewelry,
PROD-HaK-8433,5,"Everyone knows that to make a steak, you have to take a lot of pressure off the edge.

I had to get a steak knife out of the box to slice it. The knife came out great.

I am very pleased with the quality of the knives. The quality of the knives is excellent",2024-03-22,2024-03-31,2024-03-23,Home_and_Kitchen,
PROD-B-6168,4,"The weather station is easy to set up.  It is not backlit, so hard to see in dim light.",2024-02-07,,2024-02-20,Books,
PROD-TaG-7916,5,"I'm not the best at doing any kind of organized crafts with my children. My style is more along the lines of giving them art supplies and letting them create what they want, and honestly, that's what I'll always prefer for them. They really enjoy projects that have a somewhat defined end result some",2022-07-22,,2022-08-14,Toys_and_Games,
PROD-SaO-5741,5,"This shirt is a good quality and true to the A's colors.  I am a big guy and it still fits me after quite a few washes.  I don't think this is a fault of the shirt, but for some reason I have gotten weird grease stains on it multiple times.  Thankfully, with a little prewash they come out easily, bu",2022-10-27,2022-11-06,2022-11-08,Sports_and_Outdoors,
PROD-KS-1488,5,Great story! Nice plot and characters. The characters are well developed and believable. The characters are well-developed and the,2022-10-12,,2022-10-14,Kindle_Store,
PROD-B-4483,2,"What monster writes a book that has the potential to make you cry?

The premise of the",2022-01-11,,2022-01-12,Books,
PROD-PS-9669,5,Only thing my Yorkie eats. Not sure if she's just too full or if she's been eating the other two.,2023-03-18,,2023-03-21,Pet_Supplies,
PROD-CSaJ-6574,3,"I am 5'4"", 185 - 190Lbs, 38DDD bust, so I ordered this in a size 3X. I wanted so very badly to love this swimsuit. I saw it on one of the other reviewers and she rocked it. Unfortunately, that was not the case for me. It is sadly just not suited for my body. On me - it lets all of the wrong things h",2024-12-16,,2025-01-12,Clothing_Shoes_and_Jewelry,
PROD-PS-9669,5,"I get the fruit flavor, it's the best. I will keep my dogs in the house.I bought this for a friend who has a small dog and she had a very large ear. It was her only ear. I am very pleased with it and will purchase it again.My dog loves this bed! I will keep buying it.",2023-05-02,2023-05-08,2023-05-03,Pet_Supplies,
PROD-SaO-2307,4,"Interesting... we ordered leggings through the Vine Program.  BUT we did not receive leggings we received a jacket.  The interesting part we notice on the reviews that some had ordered a jacket and got leggings. So go figure, so this review for the jacket we received.

We are impressed with the qual",2024-07-25,2024-08-04,2024-08-23,Sports_and_Outdoors,
PROD-MaT-8527,1,"Was looking forward to a GOOD period movie.  Boy oh boy...WHAT A LET DOWN.... Don't waste your money on this one.  It's story is absolute ridiculous and base,",2022-02-03,,2022-02-24,Movies_and_TV,
PROD-B-5386,5,"Great story line & characters.  The New Orleans setting was perfect & fun.  Kept me turning the pages, yet not wanting the story to end! Will look for more from this author!",2022-10-22,,2022-10-25,Books,
PROD-E-4946,5,"This is my favorite bluetooth speaker. The quality is amazing.

The only reason I gave it 4 stars is that the earbuds are too small and the sound is very loud.

The only reason I give it",2023-12-24,2023-12-29,2023-12-26,Electronics,
PROD-HaK-3504,5,Bought this for a tea party.  It's a good size and looks great in my kitchen,2022-06-25,2022-06-29,2022-06-27,Home_and_Kitchen,
PROD-PS-9797,5,"My cat is really, really happy with the quality and durability of this product.  She's just starting to get used to it.  I also like the fact that the cardboard is made of a softer material and she doesn't mind it being chewed.  She still sheds a lot but she seems to enjoy this toy and it's a great ",2024-11-05,,2024-11-08,Pet_Supplies,
PROD-TaHI-8573,4,I bought this mainly to replace an older one that had two switches.  The old one has a new switch.  The new one has a different switch.  I was very pleased with it.  It is a good value.I use this as a battery replacement.  The battery compartment is very small and feels like,2022-02-11,2022-02-14,2022-02-13,Tools_and_Home_Improvement,
PROD-SaO-5554,5,"I bought a medium and it has the wide brim. I will keep my 2x2X. I bought this for a friend, and he is a big fan. He likes it so much that he bought it for his next camping trip.",2024-03-03,,2024-03-05,Sports_and_Outdoors,
PROD-E-2403,5,"LOVE THIS calculator!!!  all the functions OMG~~~ one thing tho, make sure that your kids don't get it. it will ruin them. Only get it if you understand the math behind the functions that you are looking to use., if not, it makes life too easy. which, it is handy, but deters learning",2022-02-03,,2022-02-08,Electronics,
PROD-B-4456,5,"I think this is the best Plum story yet.  A lot of insight to the background of Ranger, great interaction between all of the characters a little added drama, and....FUNNY, as usual.  Good job Ms Evanovich",2023-05-09,,2023-06-01,Books,
PROD-KS-1409,4,This was a sweet love story.  I liked the instant chemistry between Cynthia and Dex's story.  If you want to read a romance story that does not rely on hard core sex scenes then you will enjoy this book..I enjoyed getting to know the characters in the book.  I fell in love with Carson the sweet litt,2023-11-12,2023-11-23,2023-11-26,Kindle_Store,
PROD-TaG-4593,4,Got this as a present for my granddaughter.  She is 4 and loves it!  She is,2022-12-25,,2022-12-28,Toys_and_Games,
